379,176,blue,0.558983,-0.009637,5.357038
405,181,blue,0.757071,0.051884,4.285631
488,181,yellow,2.182894,0.064855,5.357038
477,184,yellow,1.538296,0.083466,4.081553
115,185,blue,-1.928090,0.071113,3.061164
360,185,blue,0.163506,0.073747,3.174541
273,187,blue,-0.494658,0.074785,2.597352
6,190,yellow,-inf,inf,inf
525,191,yellow,1.458202,0.114047,2.857087
272,197,yellow,-0.385165,0.112829,1.993316
375,197,yellow,0.190244,0.115515,2.040776
515,203,blue,0.940053,0.142770,1.948014
341,212,orange,-0.001845,0.135923,1.382461
543,223,orange,0.696185,0.160135,1.242212
