390,176,blue,0.771055,-0.010279,5.714174
417,181,blue,0.900094,0.051884,4.285631
501,181,yellow,2.236773,0.061040,5.041918
134,184,blue,-1.705429,0.060441,2.955607
490,184,yellow,1.770152,0.087640,4.285631
372,186,blue,0.259826,0.079626,3.061164
286,187,blue,-0.426609,0.079610,2.764923
33,189,yellow,-inf,inf,inf
538,191,yellow,1.615342,0.117979,2.955607
285,197,yellow,-0.345212,0.124401,2.197759
386,197,yellow,0.258838,0.118332,2.090551
526,203,blue,0.999647,0.142770,1.948014
353,211,orange,0.045768,0.136481,1.428543
553,223,orange,0.741478,0.162490,1.260480
155,286,orange,-0.235194,0.137919,0.453506
