580,177,blue,3.790436,0.005612,5.714174
204,181,yellow,-1.489609,0.047167,3.896028
274,181,blue,-0.731152,0.047167,3.896028
323,188,blue,-0.146837,0.090209,2.857087
580,189,blue,1.776767,0.092020,2.678519
224,193,yellow,-0.756864,0.105355,2.316557
424,194,blue,0.562014,0.118186,2.448931
271,200,yellow,-0.373344,0.123705,1.904725
132,203,orange,-1.040296,0.130872,1.785679
611,223,yellow,0.931103,0.160135,1.242212
277,225,blue,-0.207706,0.155757,1.158278
41,228,orange,-0.918283,0.156938,1.098880
140,276,blue,-0.350564,0.172869,0.625639
