70,176,yellow,-3.595181,-0.008566,4.761811
217,177,yellow,-1.412979,0.004009,4.081553
390,178,orange,0.462633,0.012902,3.428504
30,181,blue,-inf,inf,inf
165,181,blue,-1.617997,0.039911,3.296639
324,181,yellow,-0.143680,0.035782,2.955607
382,181,orange,0.333064,0.035782,2.955607
481,182,orange,1.187775,0.045573,3.061164
555,186,blue,1.641846,0.071921,2.764923
371,187,yellow,0.213235,0.074785,2.597352
263,192,blue,-0.456279,0.089263,2.090551
598,220,yellow,0.912645,0.154242,1.279293
184,271,blue,-0.278065,0.166601,0.634908
