459,179,yellow,3.501689,0.070116,10.714076
514,181,blue,3.426998,0.086473,7.142717
336,183,orange,-0.065313,0.075721,4.285631
303,186,orange,-0.366902,0.089181,3.428504
428,186,orange,0.982094,0.106168,4.081553
474,186,yellow,1.504243,0.106168,4.081553
548,186,blue,2.590981,0.117344,4.511189
503,189,yellow,1.604245,0.122694,3.571359
407,190,orange,0.557791,0.113679,3.061164
635,193,blue,inf,inf,inf
498,197,blue,1.286553,0.167298,2.955607
450,199,blue,0.718560,0.148010,2.380906
593,215,yellow,1.223579,0.186578,1.749237
268,228,blue,-0.224559,0.156938,1.098880
526,257,yellow,0.414948,0.180698,0.808609
