368,173,orange,0.332718,-0.045753,4.511189
107,174,blue,-2.941763,-0.033207,4.511189
254,175,yellow,-0.947854,-0.017844,3.896028
533,176,blue,3.260932,-0.011013,6.122329
417,177,blue,0.900094,0.004209,4.285631
296,178,yellow,-0.471355,0.014024,3.726635
378,179,blue,0.378494,0.024388,3.726635
578,179,yellow,2.967358,0.029523,4.511189
486,181,yellow,1.497807,0.045116,3.726635
218,182,blue,-1.014972,0.044002,2.955607
428,190,yellow,0.606587,0.093618,2.520959
246,207,blue,-0.399294,0.126936,1.503730
434,210,yellow,0.393825,0.141973,1.530582
