177,88,0,0
238,90,0,0
285,90,0,0
175,91,1,0
237,94,1,0
283,95,1,0
179,91,2,0
240,94,2,0
287,94,2,0
150,89,3,0
238,93,3,0
291,95,3,0
148,93,4,0
236,99,4,0
288,101,4,0
152,93,5,0
240,99,5,0
293,101,5,0
207,111,6,0
270,98,6,0
200,125,7,0
265,105,7,0
212,126,8,0
273,107,8,0
