198,89,0,0
261,92,0,0
312,92,0,0
196,93,1,0
259,97,1,0
310,97,1,0
199,93,2,0
262,96,2,0
314,97,2,0
171,90,3,0
260,95,3,0
317,97,3,0
170,94,4,0
257,101,4,0
314,103,4,0
173,94,5,0
262,101,5,0
319,103,5,0
227,111,6,0
293,100,6,0
220,123,7,0
288,108,7,0
232,125,8,0
297,109,8,0
