412,173,yellow,0.466945,-0.024147,2.380906
518,174,yellow,2.629842,-0.039433,5.357038
404,177,yellow,0.338705,0.001913,1.948014
276,180,blue,-0.251752,0.012892,1.382461
160,183,blue,-0.569208,0.019927,1.127797
455,185,yellow,0.451000,0.033186,1.428543
290,196,yellow,-0.122714,0.046133,0.857126
608,198,yellow,0.814500,0.065256,1.098880
143,199,yellow,-0.387804,0.043675,0.702562
455,204,blue,0.255283,0.061512,0.808609
613,217,blue,0.530515,0.078845,0.702562
234,225,orange,-0.140770,0.063330,0.470948
511,238,orange,0.214941,0.077792,0.455918
