418,173,yellow,0.480007,-0.022876,2.255595
525,174,yellow,2.734130,-0.039433,5.357038
410,177,yellow,0.371211,0.001913,1.948014
284,180,blue,-0.236235,0.013781,1.477804
173,181,blue,-0.528433,0.013654,1.127797
460,185,yellow,0.455676,0.032116,1.382461
299,194,yellow,-0.099275,0.040554,0.840320
159,196,yellow,-0.362485,0.038444,0.714272
612,198,yellow,0.826724,0.065256,1.098880
459,203,blue,0.274642,0.061587,0.840320
613,217,blue,0.548499,0.081518,0.726378
457,220,blue,0.225711,0.084706,0.702562
247,221,orange,-0.130938,0.061468,0.498329
510,234,orange,0.223169,0.075952,0.476181
611,236,blue,0.465551,0.102523,0.621106
