210,174,yellow,-1.958823,-0.039433,5.357038
192,176,blue,-1.484661,-0.006424,3.571359
270,178,blue,-0.501142,0.009487,2.520959
373,179,blue,0.268339,0.020033,3.061164
444,181,yellow,0.814598,0.034589,2.857087
511,181,yellow,1.683703,0.043236,3.571359
600,182,yellow,3.851499,0.079753,5.357038
399,184,yellow,0.326457,0.041733,2.040776
302,187,blue,-0.180979,0.047460,1.648319
392,189,yellow,0.231588,0.056628,1.648319
230,198,blue,-0.332171,0.063625,1.071408
460,200,yellow,0.381782,0.075226,1.158278
47,207,blue,-0.649961,0.066994,0.793635
227,232,yellow,-0.158656,0.076713,0.498329
494,240,blue,0.216408,0.089891,0.510194
