70,176,yellow,-1.797591,-0.004283,2.380906
217,177,yellow,-0.706490,0.002004,2.040776
390,178,orange,0.231317,0.006451,1.714252
30,181,blue,-inf,inf,inf
165,181,blue,-0.808998,0.019955,1.648319
324,181,yellow,-0.071840,0.017891,1.477804
382,181,orange,0.166532,0.017891,1.477804
481,182,orange,0.593888,0.022787,1.530582
555,186,blue,0.820923,0.035960,1.382461
371,187,yellow,0.106618,0.037393,1.298676
263,192,blue,-0.228139,0.044631,1.045276
598,220,yellow,0.456323,0.077121,0.639646
184,271,blue,-0.139033,0.083301,0.317454
