458,175,blue,1.068275,-0.015098,3.296639
531,176,blue,1.328715,-0.004535,2.520959
132,181,yellow,-0.998684,0.020753,1.714252
217,181,blue,-0.618178,0.021618,1.785679
595,182,blue,1.373457,0.029001,1.948014
270,190,blue,-0.250571,0.046809,1.260480
543,193,blue,0.686240,0.055688,1.224466
383,195,blue,0.126887,0.056088,1.098880
147,196,yellow,-0.503898,0.050144,0.931659
201,206,yellow,-0.310060,0.064787,0.793635
4,211,orange,-inf,inf,inf
608,236,yellow,0.392166,0.087334,0.529090
192,248,blue,-0.174666,0.083376,0.420160
