128,179,yellow,-2.544384,0.028047,4.285631
302,179,orange,-0.448139,0.026711,4.081553
376,181,orange,0.342859,0.043236,3.571359
76,182,blue,-2.876502,0.058002,3.896028
245,182,yellow,-0.999919,0.055480,3.726635
555,182,blue,3.181077,0.079753,5.357038
428,183,blue,0.937453,0.068837,3.896028
291,186,yellow,-0.445667,0.082575,3.174541
614,186,yellow,2.952782,0.101343,3.896028
510,189,yellow,1.487796,0.109061,3.174541
198,191,blue,-1.005930,0.100629,2.520959
449,202,yellow,0.596042,0.140546,1.993316
210,232,blue,-0.382209,0.160910,1.045276
473,236,yellow,0.382326,0.172538,1.045276
