52 221 blue
96 224 blue
213 222 blue
351 219 blue
223 236 yellow
440 228 yellow
115 277 orange
215 248 orange
465 266 orange
424 237 orange
442 218 orange2
481 216 orange2
517 224 orange2
568 221 orange2
