88,226,blue,-0.655632,0.097684,0.903916
47,220,blue,-0.930363,0.099345,1.099358
213,224,blue,-0.315292,0.090343,0.884266
363,219,blue,0.092015,0.093573,1.070427
219,243,yellow,-0.205723,0.096056,0.607108
464,232,yellow,0.294652,0.096524,0.767476
204,258,orange,-0.181203,0.095765,0.472979
58,304,orange,-0.234776,0.097559,0.288484
450,244,orange,0.208009,0.097847,0.607108
516,287,orange,0.188419,0.100998,0.350657
550,228,orange2,0.563838,0.100778,0.884266
607,226,orange2,0.780395,0.104661,0.968482
462,219,orange2,0.427127,0.098771,1.129895
504,218,orange2,0.618684,0.104114,1.232613
