16,311,blue,-inf,inf,inf
347,256,yellow,0.020212,0.102510,0.521490
203,231,yellow,-0.341379,0.108604,0.884266
283,230,orange,-0.132683,0.105995,0.884266
383,229,orange,0.140395,0.113233,0.968482
418,249,orange,0.150695,0.106803,0.607108
455,228,orange,0.354551,0.113068,0.992103
525,248,orange,0.358384,0.109934,0.635566
592,244,orange,0.525027,0.111115,0.689428
10,233,orange2,-inf,inf,inf
2,228,orange2,-inf,inf,inf
135,222,orange2,-0.701866,0.115170,1.196360
159,224,orange2,-0.524586,0.103894,1.016906
