53,252,blue,-0.461691,0.102956,0.557209
20,216,blue,-inf,inf,inf
72,219,blue,-0.952225,0.107751,1.232613
444,282,yellow,0.123519,0.103886,0.380152
265,234,yellow,-0.162028,0.105015,0.797573
173,217,yellow,-0.665635,0.114337,1.402629
350,237,orange,0.036539,0.107845,0.767476
474,236,orange,0.329737,0.109721,0.797573
542,272,orange,0.271484,0.107780,0.442133
569,238,orange,0.575848,0.119097,0.830127
87,231,orange2,-0.630286,0.106293,0.865452
202,221,orange2,-0.452098,0.108451,1.162178
224,226,orange2,-0.329586,0.109894,1.016906
