64,213,blue,-inf,inf,inf
96,218,blue,-0.984256,0.118475,1.402629
204,221,blue,-0.354169,0.086268,0.924460
353,216,blue,0.060436,0.084099,1.070427
212,238,yellow,-0.228491,0.091184,0.635566
450,227,yellow,0.273266,0.088545,0.797573
89,284,orange,-0.229558,0.088717,0.317783
201,251,orange,-0.194432,0.090192,0.496052
436,237,orange,0.194549,0.090727,0.645655
487,273,orange,0.170153,0.092924,0.376632
450,214,orange2,0.409899,0.086934,1.196360
490,212,orange2,0.567775,0.082296,1.232613
525,221,orange2,inf,inf,inf
570,219,orange2,inf,inf,inf
