66,215,blue,-inf,inf,inf
100,218,blue,-0.779540,0.095438,1.129895
204,220,blue,-0.371034,0.087518,0.968482
345,216,blue,0.037127,0.088771,1.129895
214,234,yellow,-inf,inf,inf
433,224,yellow,0.242787,0.084812,0.830127
118,270,orange,-0.242088,0.090428,0.380152
208,246,orange,-0.209770,0.094386,0.564948
457,262,orange,0.164184,0.096842,0.451958
420,235,orange,0.175196,0.092810,0.689428
437,214,orange2,0.375048,0.089569,1.232613
474,210,orange2,0.509593,0.075023,1.232613
505,220,orange2,0.477595,0.085483,0.945959
549,216,orange2,1.122460,0.138947,1.768532
