61,224,blue,-0.935527,0.118736,1.162178
106,226,blue,-0.701114,0.112712,1.042980
215,224,blue,-0.365729,0.106558,1.042980
344,221,blue,0.035782,0.111640,1.196360
229,236,yellow,-0.233026,0.103625,0.753264
423,228,yellow,0.248757,0.107809,0.945959
42,305,orange,-0.253793,0.100549,0.294755
149,266,orange,-0.249252,0.103323,0.457036
224,245,orange,-0.212636,0.107674,0.656068
479,297,orange,0.137138,0.101699,0.320285
437,255,orange,0.162850,0.103629,0.535214
409,235,orange,0.176796,0.107368,0.797573
429,218,orange2,0.356768,0.107368,1.271132
466,217,orange2,0.528552,0.110526,1.355875
495,224,orange2,0.495810,0.106558,1.042980
