58 222 blue
103 225 blue
214 224 blue
345 219 blue
227 235 yellow
426 227 yellow
25 312 orange
142 268 orange
222 246 orange
488 301 orange
440 258 orange
411 235 orange
431 217 orange2
468 217 orange2
498 224 orange2
