53 221 blue
98 224 blue
213 223 blue
349 219 blue
224 237 yellow
435 228 yellow
122 273 orange
217 246 orange
457 263 orange
420 236 orange
439 217 orange2
479 215 orange2
512 225 orange2
561 222 orange2
