68,215,blue,-1.227055,0.118299,1.564471
105,220,blue,-0.704190,0.094251,1.042980
204,220,blue,-0.380084,0.089653,0.992103
339,216,blue,0.017616,0.091308,1.162178
216,232,yellow,-inf,inf,inf
422,224,yellow,0.220345,0.086579,0.847422
37,299,orange,-inf,inf,inf
134,263,orange,-0.252457,0.093008,0.428171
212,242,orange,-0.215050,0.092879,0.598180
489,302,orange,0.135887,0.098655,0.296907
438,254,orange,0.152397,0.094583,0.496052
407,233,orange,0.165596,0.098788,0.767476
427,214,orange2,0.349268,0.092368,1.271132
464,212,orange2,0.503760,0.087606,1.312137
492,220,orange2,0.462843,0.089653,0.992103
