65,214,blue,-inf,inf,inf
98,219,blue,-0.808669,0.101593,1.162178
205,220,blue,-0.343632,0.081684,0.903916
350,216,blue,0.050962,0.084099,1.070427
213,237,yellow,-0.230213,0.090727,0.645655
444,225,yellow,0.264331,0.085515,0.813525
101,278,orange,-0.238833,0.090904,0.347660
204,249,orange,-0.199788,0.091741,0.521490
429,235,orange,0.187157,0.089767,0.666824
476,268,orange,0.172289,0.095311,0.410871
445,215,orange2,0.392252,0.090464,1.196360
484,207,orange2,0.545957,0.064114,1.232613
518,219,orange2,inf,inf,inf
562,216,orange2,1.303646,0.152180,1.936964
