66,215,blue,-inf,inf,inf
102,218,blue,-0.751985,0.092859,1.099358
203,219,blue,-inf,inf,inf
341,216,blue,0.025193,0.093993,1.196360
215,234,yellow,-inf,inf,inf
429,224,yellow,0.237845,0.086579,0.847422
13,310,orange,-inf,inf,inf
123,267,orange,-0.248073,0.091331,0.398787
208,244,orange,-0.209770,0.091052,0.564948
414,233,orange,0.168712,0.091856,0.713618
448,259,orange,0.161136,0.098303,0.478544
509,313,orange,0.170866,0.120616,0.330701
431,213,orange2,0.342840,0.083405,1.196360
470,211,orange2,0.495048,0.078660,1.232613
500,219,orange2,0.463641,0.082692,0.945959
542,216,orange2,1.085938,0.138947,1.768532
