68,214,blue,-2.126895,0.197051,2.711749
102,219,blue,-0.732195,0.093573,1.070427
203,220,blue,-0.373891,0.087518,0.968482
339,216,blue,0.018134,0.093993,1.196360
216,233,yellow,-inf,inf,inf
425,224,yellow,0.232693,0.088421,0.865452
27,304,orange,-inf,inf,inf
129,264,orange,-0.248317,0.090462,0.410871
210,242,orange,-0.209344,0.088955,0.572905
498,308,orange,inf,inf,inf
444,257,orange,0.159236,0.097780,0.490075
410,233,orange,0.163153,0.093496,0.726361
429,214,orange2,0.345957,0.089569,1.232613
466,212,orange2,0.466370,0.079876,1.196360
496,220,orange2,0.486414,0.091894,1.016906
539,216,orange2,1.025690,0.133157,1.694843
