300,174,blue,0
297,182,blue,0
303,182,blue,0
423,178,blue,0
419,187,blue,0
426,188,blue,0
510,179,blue,0
505,187,blue,0
512,187,blue,0
424,186,yellow,0
419,197,yellow,0
428,198,yellow,0
522,187,yellow,0
517,199,yellow,0
528,200,yellow,0
241,177,yellow,0
237,186,yellow,0
245,186,yellow,0
361,229,orange,0
486,194,orange,0
478,211,orange,0
492,212,orange,0
