21,301,blue,37.543430,-13.395772,-40.676235
70,218,yellow,-10.554477,1.145257,13.558745
183,230,yellow,-3.620686,0.975154,8.135247
323,251,yellow,-0.162929,0.924471,5.084529
260,229,orange,-1.772686,0.951154,8.135247
357,226,orange,0.694143,1.098943,10.169059
387,244,orange,0.910939,0.936539,5.810891
424,226,orange,2.704143,1.098943,10.169059
484,241,orange,3.002762,1.032629,6.779373
543,239,orange,4.182762,0.992629,6.779373
110,222,orange2,-8.954476,1.305257,13.558745
136,224,orange2,-5.935857,1.038943,10.169059
