216,238,big orange,-2.357238,0.972629,6.779373
450,272,yellow,1.393657,0.991577,4.067624
108,306,blue,-1.935959,0.999698,2.905445
380,238,orange,0.922762,0.972629,6.779373
354,230,orange,0.483314,0.975154,8.135247
324,214,yellow,-0.394476,0.985257,13.558745
470,222,yellow,4.084143,0.978943,10.169059
