65,214,blue,32.263428,-2.955772,-40.676235
98,219,blue,-9.434476,1.185257,13.558745
205,220,blue,-3.092686,0.735154,8.135247
350,216,blue,0.484143,0.798943,10.169059
213,237,yellow,-2.071918,0.816539,5.810891
444,225,yellow,2.643314,0.855154,8.135247
101,278,orange,-1.995959,0.759698,2.905445
204,249,orange,-1.731492,0.795086,4.519582
429,235,orange,1.630939,0.782253,5.810891
476,268,orange,1.550597,0.857797,3.697839
445,215,orange2,4.445524,1.025257,13.558745
484,207,orange2,6.005524,0.705257,13.558745
518,219,orange2,-22.096571,-3.555772,-40.676235
562,216,orange2,13.688286,1.597886,20.338118
