43,221,blue,-8.725857,0.948943,10.169059
81,226,blue,-6.068686,0.879154,8.135247
212,226,blue,-2.924686,0.879154,8.135247
371,222,blue,1.114143,0.978943,10.169059
213,248,yellow,-1.812929,0.879471,5.084529
483,236,yellow,2.982762,0.932629,6.779373
194,265,orange,-1.525766,0.825070,3.697839
472,250,orange,2.072071,0.909471,5.084529
568,310,orange,1.652740,0.851516,2.392720
477,220,orange2,4.294143,0.918943,10.169059
524,219,orange2,7.605524,1.185257,13.558745
576,232,orange2,5.811314,1.023154,8.135247
637,229,orange2,7.275314,0.951154,8.135247
