61,222,blue,-10.914476,1.305257,13.558745
106,226,blue,-6.835857,1.098943,10.169059
215,224,blue,-3.565857,1.038943,10.169059
343,219,blue,0.365524,1.185257,13.558745
228,235,yellow,-2.117238,0.912629,6.779373
423,227,yellow,2.674143,1.128943,10.169059
43,306,orange,-2.181464,0.874736,2.542265
149,265,orange,-2.218343,0.907577,4.067624
225,244,orange,-1.866204,0.936539,5.810891
480,296,orange,1.169105,0.853051,2.711749
435,255,orange,1.348508,0.875086,4.519582
408,235,orange,1.779314,1.095154,8.135247
429,218,orange2,3.805524,1.145257,13.558745
466,217,orange2,5.285524,1.105257,13.558745
495,224,orange2,4.834143,1.038943,10.169059
