39,220,blue,-8.845858,0.918943,10.169059
78,228,blue,-6.140686,0.927154,8.135247
210,227,blue,-2.972686,0.903154,8.135247
376,223,blue,1.264143,1.008943,10.169059
209,250,yellow,-1.664825,0.808419,4.519582
494,237,yellow,3.202762,0.952629,6.779373
186,272,orange,-1.478619,0.826314,3.389686
484,252,orange,2.001841,0.835086,4.519582
485,221,orange2,4.534143,0.948943,10.169059
533,218,orange2,5.974143,0.858943,10.169059
590,232,orange2,5.122762,0.852629,6.779373
653,228,orange2,7.659314,0.927154,8.135247
