59,222,blue,-10.994476,1.305257,13.558745
105,225,blue,-6.865857,1.068943,10.169059
214,224,blue,-3.595857,1.038943,10.169059
344,220,blue,0.405524,1.225257,13.558745
228,235,yellow,-2.117238,0.912629,6.779373
424,228,yellow,2.704143,1.158943,10.169059
31,309,orange,36.343430,-14.355772,-40.676235
145,266,orange,-2.266343,0.919577,4.067624
224,246,orange,-1.883347,0.970825,5.810891
486,299,orange,1.217105,0.877051,2.711749
438,256,orange,1.388508,0.888419,4.519582
410,235,orange,1.522762,0.912629,6.779373
429,219,orange2,3.805524,1.185257,13.558745
468,215,orange2,5.365524,1.025257,13.558745
496,223,orange2,4.864143,1.008943,10.169059
